1 1.36353
2 0.781852
3 8.22072
4 26.4652
5 17.0021
6 23.5086
7 21.5244
8 29.4199
9 28.5146
10 13.0951
11 26.5581
12 14.59
13 25.235
14 44.9794
15 23.5956
16 32.8742
17 48.3281
18 27.9086
19 50.2385
20 47.5623
21 40.1567
22 46.4152
23 54.4758
24 51.5026
25 43.3576
26 53.9337
27 58.094
28 24.1713
29 57.513
30 63.6586
31 75.52
32 73.9603
33 69.7209
34 83.8369
35 86.5715
36 68.0093
37 92.0776
38 77.0828
39 72.7166
40 93.4584
41 85.2637
42 99.5624
43 91.7329
44 104.718
45 103.291
46 91.5886
47 107.078
48 92.0758
49 103.525
50 103.398
51 95.6727
52 121.39
53 98.2481
54 114.943
55 108.797
56 117.661
57 122.576
58 127.175
59 119.598
60 111.242
61 124.53
62 117.368
63 129.943
64 135.509
65 119.199
66 141.981
67 141.823
68 132.73
69 125.478
70 144.382
71 145.342
72 158.003
73 146.992
74 151.034
75 159.808
76 151.292
77 155.071
78 184.171
79 167.151
80 175.619
81 179.067
82 164.68
83 166.986
84 163.34
85 162.993
86 166.432
87 179.851
88 187.597
89 186.888
90 177.965
91 176.931
92 186.625
93 193.317
94 188.396
95 183.826
96 206.099
97 185.841
98 209.571
99 183.865
100 199.45
1 1.36353
2 0.781852
3 8.22072
4 26.4652
5 17.0021
6 23.5086
7 21.5244
8 29.4199
9 28.5146
10 13.0951
11 26.5581
12 14.59
13 25.235
14 44.9794
15 23.5956
16 32.8742
17 48.3281
18 27.9086
19 50.2385
20 47.5623
21 40.1567
22 46.4152
23 54.4758
24 51.5026
25 43.3576
26 53.9337
27 58.094
28 24.1713
29 57.513
30 63.6586
31 75.52
32 73.9603
33 69.7209
34 83.8369
35 86.5715
36 68.0093
37 92.0776
38 77.0828
39 72.7166
40 93.4584
41 85.2637
42 99.5624
43 91.7329
44 104.718
45 103.291
46 91.5886
47 107.078
48 92.0758
49 103.525
50 103.398
51 95.6727
52 121.39
53 98.2481
54 114.943
55 108.797
56 117.661
57 122.576
58 127.175
59 119.598
60 111.242
61 124.53
62 117.368
63 129.943
64 135.509
65 119.199
66 141.981
67 141.823
68 132.73
69 125.478
70 144.382
71 145.342
72 158.003
73 146.992
74 151.034
75 159.808
76 151.292
77 155.071
78 184.171
79 167.151
80 175.619
81 179.067
82 164.68
83 166.986
84 163.34
85 162.993
86 166.432
87 179.851
88 187.597
89 186.888
90 177.965
91 176.931
92 186.625
93 193.317
94 188.396
95 183.826
96 206.099
97 185.841
98 209.571
99 183.865
100 199.45
v 
